88,Harvey,0,3,male,8.05,74,0
89,Herbert,1,1,female,263,151,4
90,Earl,0,3,male,8.05,75,6
91,Eugene,0,3,male,8.05,126,2
92,Ralph,0,3,male,7.8542,12,0
93,Ed,0,1,male,61.175,26,1
94,Claude,0,3,male,20.575,47,6
95,Edwin,0,3,male,7.25,180,6
96,Ben,0,3,male,8.05,64,3
97,Charley,0,1,male,34.6542,171,2
98,Paul,1,1,male,63.3583,199,2
99,Jacob,1,2,female,23,152,4
100,Edgar,0,2,male,26,82,1
101,Tom,0,3,female,7.8958,166,1
102,Isaac,0,3,male,7.8958,66,5
103,Otto,0,1,male,77.2875,68,8
104,Luther,0,3,male,8.6542,167,7
105,Lawrence,0,3,male,7.925,200,4
106,Ira,0,3,male,7.8958,85,10
107,Elmer,1,3,female,7.65,58,5
108,Patrick,1,3,male,7.775,134,1
109,Guy,0,3,male,7.8958,87,3
110,Carl,1,3,female,24.15,133,6
111,Oliver,0,1,male,52,161,1
112,Lee,0,3,female,14.4542,24,5
113,Theodore,0,3,male,8.05,110,10
114,Howard,0,3,female,9.825,20,1
115,Martin,0,3,female,14.4583,122,7
116,Hugh,0,3,male,7.925,17,0
117,Clyde,0,3,male,7.75,132,2
118,Alexander,0,2,male,21,49,0
119,August,0,1,male,247.5208,197,8
120,Michael,0,3,female,31.275,107,10
121,Floyd,0,2,male,73.5,33,6
122,Homer,0,3,male,8.05,101,8
123,Jack,0,3,male,30.0708,22,1
124,Bert,1,2,female,13,86,5
125,Leonard,0,1,male,77.2875,150,4
126,Horace,1,3,male,11.2417,18,9
127,Marion,0,3,male,7.75,74,7
128,Philip,1,3,male,7.1417,31,1
129,Herman,1,3,female,22.3583,42,10
130,Allen,0,3,male,6.975,95,3
131,Archie,0,3,male,7.8958,106,9
132,Stephen,0,3,male,7.05,101,10
133,Jim,0,3,female,14.5,188,7
134,Francis,1,2,female,26,104,6
135,Chester,0,2,male,13,182,1
136,Willis,0,2,male,15.0458,148,7
137,Harvey,1,1,female,26.2833,88,8
138,Raymond,0,1,male,53.1,9,2
139,Rufus,0,3,male,9.2167,36,8
140,Warren,0,1,male,79.2,132,4
141,Earl,0,3,female,15.2458,13,3
142,Eugene,1,3,female,7.75,60,1
143,Ralph,1,3,female,15.85,158,5
144,Jessie,0,3,male,6.75,30,6
145,Milton,0,2,male,11.5,73,10
146,Alex,0,2,male,36.75,179,5
147,Leo,1,3,male,7.7958,114,1
148,Ed,0,3,female,34.375,170,0
149,Julius,0,2,male,26,193,1
150,Ray,0,2,male,13,101,5
151,Sidney,0,2,male,12.525,99,9
152,Claude,1,1,female,66.6,53,4
153,Bernard,0,3,male,8.05,60,0
154,Dan,0,3,male,14.5,194,9
155,Jerry,0,3,male,7.3125,173,9
156,Calvin,0,1,male,61.3792,157,0
157,Edwin,1,3,female,7.7333,87,4
158,Perry,0,3,male,8.05,152,0
159,Dave,0,3,male,8.6625,185,8
160,Anthony,0,3,male,69.55,121,8
161,Eddie,0,3,male,16.1,38,3
162,Ben,1,2,female,15.75,62,6
163,Amos,0,3,male,7.775,81,9
164,Dennis,0,3,male,8.6625,84,3
165,Clifford,0,3,male,39.6875,151,4
166,Leroy,1,3,male,20.525,91,6
167,Charley,1,1,female,55,132,9
168,Paul,0,3,female,27.9,5,1
169,Wesley,0,1,male,25.925,173,1
170,Alonzo,0,3,male,56.4958,33,0
171,Garfield,0,1,male,33.5,100,1
172,Franklin,0,3,male,29.125,51,10
173,Edgar,1,3,female,11.1333,99,1
174,Emil,0,3,male,7.925,44,3
175,Leon,0,1,male,30.6958,193,3
176,Nathan,0,3,male,7.8542,103,6
177,Harold,0,3,male,25.4667,148,10
178,Isaac,0,1,female,28.7125,38,8
179,Matthew,0,2,male,13,127,0
180,Levi,0,3,male,0,58,5
181,Otto,0,3,female,69.55,188,9
182,Moses,0,2,male,15.05,121,8
183,Everett,0,3,male,31.3875,138,5
184,Lester,1,2,male,39,127,5
185,Luther,1,3,female,22.025,173,2
186,Winfield,0,1,male,50,170,8
187,Lawrence,1,3,female,15.5,178,5
188,Adam,1,1,male,26.55,122,10
189,Lloyd,0,3,male,15.5,173,2
190,Mack,0,3,male,7.8958,94,1
191,Ira,1,2,female,13,58,9
192,Fredrick,0,2,male,13,60,4
193,Patrick,1,3,female,7.8542,154,0
194,Jay,1,2,male,26,85,5
195,Guy,1,1,female,27.7208,26,6
196,Oliver,1,1,female,146.5208,69,5
197,Jess,0,3,male,7.75,57,4
198,Melvin,0,3,male,8.4042,5,2
199,Theodore,1,3,female,7.75,126,2
200,Hugh,0,2,female,13,114,5
201,Noah,0,3,male,9.5,47,6
202,Aaron,0,3,male,69.55,181,8
203,Alvin,0,3,male,6.4958,92,9
204,Norman,0,3,male,7.225,10,7
205,Gilbert,1,3,male,8.05,174,5
206,Clyde,0,3,female,10.4625,186,6
207,Elijah,0,3,male,15.85,196,7
208,Victor,1,3,male,18.7875,111,5
209,Alexander,1,3,female,7.75,85,7
210,Gus,1,1,male,31,152,9
211,Nelson,0,3,male,7.05,98,10
212,August,1,2,female,21,58,4
213,Jasper,0,3,male,7.25,34,0
214,Silas,0,2,male,13,94,4
215,Christopher,0,3,male,7.75,23,8
216,Floyd,1,1,female,113.275,49,10
217,Homer,1,3,female,7.925,9,1
218,Jake,0,2,male,27,68,1
219,Jack,1,1,female,76.2917,82,4
220,Mike,0,2,male,10.5,154,8
221,Percy,1,3,male,8.05,186,8
222,Adolph,0,2,male,13,119,7
223,Maurice,0,3,male,8.05,117,7
224,Cornelius,0,3,male,7.8958,77,5
225,Felix,1,1,male,90,65,4
226,Reuben,0,3,male,9.35,56,7
227,Wallace,1,2,male,10.5,19,5
228,Claud,0,3,male,7.25,28,7
229,Roscoe,0,2,male,13,83,2
230,Leonard,0,3,female,25.4667,117,6
231,Horace,1,1,female,83.475,78,4
232,Sylvester,0,3,male,7.775,71,9
233,Earnest,0,2,male,13.5,125,8
234,Marion,1,3,female,31.3875,24,5
235,Hiram,0,2,male,10.5,196,4
236,Philip,0,3,female,7.55,13,8
237,Otis,0,2,male,26,2,1
238,Allen,1,2,female,26.25,159,8
239,Simon,0,2,male,10.5,142,9
240,Willard,0,2,male,12.275,197,5
241,Archie,0,3,female,14.4542,0,6
242,Stephen,1,3,female,15.5,91,4
243,Irvin,0,2,male,10.5,109,4
244,Mark,0,3,male,7.125,186,9
245,Jose,0,3,male,7.225,116,4
246,Wilbur,0,1,male,90,145,3
247,Chester,0,3,female,7.775,21,5
248,Willis,1,2,female,14.5,199,3
249,Abraham,1,1,male,52.5542,50,1
250,Virgil,0,2,male,26,100,6
251,Clinton,0,3,male,7.25,28,4
252,Raymond,0,3,female,10.4625,101,3
253,Elbert,0,1,male,26.55,11,1
254,Leslie,0,3,male,16.1,37,5
255,Rufus,0,3,female,20.2125,172,3
256,Warren,1,3,female,15.2458,185,9
257,Jessie,1,1,female,79.2,134,7
258,Milton,1,1,female,86.5,1,2
259,Alex,1,1,female,512.3292,126,9
260,Leo,1,2,female,26,132,3
261,Marshall,0,3,male,7.75,32,0
262,Owen,1,3,male,31.3875,199,3
263,Wiley,0,1,male,79.65,34,8
264,Anton,0,1,male,0,115,9
265,Julius,0,3,female,7.75,173,4
266,Morris,0,2,male,10.5,123,9
267,Manuel,0,3,male,39.6875,166,8
268,Phillip,1,3,male,7.775,130,6
269,Ray,1,1,female,153.4625,55,5
270,Sidney,1,1,female,135.6333,197,4
271,Augustus,0,1,male,31,184,6
272,Emmett,1,3,male,0,118,7
273,Bernard,1,2,female,19.5,106,8
274,Eli,0,1,male,29.7,74,4
275,Dan,1,3,female,7.75,4,8
276,Jerry,1,1,female,77.9583,39,1
277,Calvin,0,3,female,7.75,105,9
278,Nicholas,0,2,male,0,200,3
279,Wilson,0,3,male,29.125,174,5
280,Perry,1,3,female,20.25,163,1
281,Alva,0,3,male,7.75,92,2
282,Harley,0,3,male,7.8542,7,7
283,Newton,0,3,male,9.5,190,6
284,Timothy,1,3,male,8.05,111,2
285,Marvin,0,1,male,26,82,1
286,Ross,0,3,male,8.6625,70,8
287,Curtis,1,3,male,9.5,72,3
288,Edmund,0,3,male,7.8958,28,8
289,Jeff,1,2,male,13,83,2
290,Dave,1,3,female,7.75,150,4
291,Anthony,1,1,female,78.85,188,9
292,Eddie,1,1,female,91.0792,38,7
293,Elias,0,2,male,12.875,71,1
294,Amos,0,3,female,8.85,37,6
295,Harrison,0,3,male,7.8958,62,7
296,Stanley,0,1,male,27.7208,195,2
297,Columbus,0,3,male,7.2292,185,1
298,Dennis,0,1,female,151.55,37,3
299,Lon,1,1,male,30.5,181,5
300,Clifford,1,1,female,247.5208,96,1
301,Leroy,1,3,female,7.75,153,2
302,Ora,1,3,male,23.25,100,3
303,Ollie,0,3,male,0,76,4
304,Wesley,1,2,female,12.35,121,9
305,Russell,0,3,male,8.05,95,2
306,Pearl,1,1,male,151.55,178,7
307,Alonzo,1,1,female,110.8833,29,5
308,Garfield,1,1,female,108.9,193,4
309,Solomon,0,2,male,24,53,1
310,Franklin,1,1,female,56.9292,15,2
311,Emil,1,1,female,83.1583,149,4
312,Leon,1,1,female,262.375,154,0
313,Nathan,0,2,female,26,42,10
314,Arch,0,3,male,7.8958,52,9
315,Asa,0,2,male,26.25,165,9
316,Harold,1,3,female,7.8542,37,0
317,Matthew,1,2,female,26,40,6
318,Clayton,0,2,male,14,63,4
319,Levi,1,1,female,164.8667,177,3
320,Moses,1,1,female,134.5,74,3
321,Enoch,0,3,male,7.25,17,2
322,Irving,0,3,male,7.8958,158,10
323,Everett,1,2,female,12.35,79,6
324,Lester,1,2,female,29,28,1
325,Mathew,0,3,male,69.55,196,2
326,Winfield,1,1,female,135.6333,159,7
327,Nathaniel,0,3,male,6.2375,162,6
328,Adam,1,2,female,13,23,9
329,Lloyd,1,3,female,20.525,35,0
330,Mack,1,1,female,57.9792,83,5
331,Fredrick,1,3,female,23.25,188,3
332,Scott,0,1,male,28.5,15,0
333,Hubert,0,1,male,153.4625,193,2
334,Lemuel,0,3,male,18,161,6
335,Jay,1,1,female,133.65,113,5
336,Andy,0,3,male,7.8958,6,5
337,Ellis,0,1,male,66.6,45,1
338,Jess,1,1,female,134.5,94,2
339,Emanuel,1,3,male,8.05,65,7
340,Joshua,0,1,male,35.5,179,8
341,Millard,1,2,male,26,131,8
342,Melvin,1,1,female,263,117,9
343,Vernon,0,2,male,13,166,8
344,Wade,0,2,male,13,191,3
345,Cyrus,0,2,male,13,53,6
346,Noah,1,2,female,13,199,5
347,Aaron,1,2,female,13,116,5
348,Alvin,1,3,female,16.1,175,6
349,Miles,1,3,male,15.9,33,3
350,Rudolph,0,3,male,8.6625,145,8
351,Sherman,0,3,male,9.225,141,2
352,Austin,0,1,male,35,193,7
353,Bill,0,3,male,7.2292,145,1
354,Chas,0,3,male,17.8,53,7
355,Lonnie,0,3,male,7.225,196,8
356,Monroe,0,3,male,9.5,52,4
357,Norman,1,1,female,55,112,8
358,Gilbert,0,2,female,13,171,0
359,Elijah,1,3,female,7.8792,159,1
360,Victor,1,3,female,7.8792,125,1
361,Byron,0,3,male,27.9,178,2
362,Edd,0,2,male,27.7208,14,0
363,Gus,0,3,female,14.4542,185,3
364,Emery,0,3,male,7.05,58,4
365,Grant,0,3,male,15.5,153,5
366,Jerome,0,3,male,7.25,71,8
367,Nelson,1,1,female,75.25,119,9
368,Jasper,1,3,female,7.2292,10,5
369,Silas,1,3,female,7.75,188,4
370,Christopher,1,1,female,69.3,106,5
371,Max,1,1,male,55.4417,37,3
372,Mose,0,3,male,6.4958,14,9
373,Steve,0,3,male,8.05,191,2
374,Gordon,0,1,male,135.6333,146,7
375,Jake,0,3,female,21.075,123,1
376,Mike,1,1,female,82.1708,34,7
377,Percy,1,3,female,7.25,121,10
378,Abe,0,1,male,211.5,61,0
379,Pete,0,3,male,4.0125,139,1
380,Chris,0,3,male,7.775,94,6
381,Adolph,1,1,female,227.525,17,1
382,Maurice,1,3,female,15.7417,96,6
383,Clark,0,3,male,7.925,137,7
384,Cornelius,1,1,female,52,78,6
385,Gustave,0,3,male,7.8958,46,4
386,Orville,0,2,male,73.5,3,3
387,Lorenzo,0,3,male,46.9,10,3
388,Felix,1,2,female,13,98,4
389,Bruce,0,3,male,7.7292,19,8
390,Reuben,1,2,female,12,153,9
391,Marcus,1,1,male,120,28,6
392,Preston,1,3,male,7.7958,100,6
393,Bob,0,3,male,7.925,5,6
394,Wallace,1,1,female,113.275,56,7
395,Claud,1,3,female,16.7,36,2
396,Dock,0,3,male,7.7958,12,4
397,Roscoe,0,3,female,7.8542,101,2
398,Donald,0,2,male,26,167,2
399,Jackson,0,2,male,10.5,9,0
400,Sylvester,1,2,female,12.65,78,0
401,Cecil,1,3,male,7.925,67,8
402,Barney,0,3,male,8.05,129,2
403,Earnest,0,3,female,9.825,17,4
404,Delbert,0,3,male,15.85,133,10
405,Hiram,0,3,female,8.6625,18,3
406,Edmond,0,2,male,21,45,7
407,Anderson,0,3,male,7.75,78,1
408,Christian,1,2,male,18.75,99,4
409,Glenn,0,3,male,7.775,151,4
410,Otis,0,3,female,25.4667,6,5
411,Jefferson,0,3,male,7.8958,49,6
412,Luke,0,3,male,6.8583,121,9
413,Simon,1,1,female,90,150,7
414,Neal,0,2,male,0,162,9
415,Burt,1,3,male,7.925,165,5
416,Willard,0,3,female,8.05,155,5
417,Irvin,1,2,female,32.5,146,8
418,Mark,1,2,female,13,144,7
419,Ike,0,2,male,13,181,9
420,Jose,0,3,female,24.15,41,10
421,Myron,0,3,male,7.8958,59,5
422,Tony,0,3,male,7.7333,160,6
423,Conrad,0,3,male,7.875,49,4
424,Wilbur,0,3,female,14.4,119,7
425,Joel,0,3,male,20.2125,20,2
426,Matt,0,3,male,7.25,147,9
427,Abraham,1,2,female,26,143,2
428,Virgil,1,2,female,26,40,0
429,Riley,0,3,male,7.75,8,7
430,Vincent,1,3,male,8.05,150,8
431,Emory,1,1,male,26.55,132,6
432,Clinton,1,3,female,16.1,1,9
433,Elbert,1,2,female,26,10,9
434,Isaiah,0,3,male,7.125,5,2
435,Nick,0,1,male,55.9,123,9
436,Leslie,1,1,female,120,83,4
437,Marshall,0,3,female,34.375,32,3
438,Owen,1,2,female,18.75,43,7
439,Ezra,0,1,male,263,51,2
440,Green,0,2,male,10.5,52,5
441,Wiley,1,2,female,26.25,60,0
442,Juan,0,3,male,9.5,63,9
443,Clifton,0,3,male,7.775,114,2
444,Anton,1,2,female,13,126,5
445,Lucius,1,3,male,8.1125,172,4
446,Porter,1,1,male,81.8583,63,9
447,Morris,1,2,female,19.5,81,3
448,Arnold,1,1,male,26.55,66,8
449,Manuel,1,3,female,19.2583,58,2
450,Bud,1,1,male,30.5,200,5
451,Jeremiah,0,2,male,27.75,88,9
452,Taylor,0,3,male,19.9667,46,8
453,Forrest,0,1,male,27.75,193,6
454,Roland,1,1,male,89.1042,136,8
455,Spencer,0,3,male,8.05,112,2
456,Burton,1,3,male,7.8958,81,9
457,Don,0,1,male,26.55,59,2
458,Phillip,1,1,female,51.8625,17,7
459,Augustus,1,2,female,10.5,19,6
460,Emmet,0,3,male,7.75,177,8
461,Gustav,1,1,male,26.55,68,8
462,Louie,0,3,male,8.05,13,5
463,Morgan,0,1,male,38.5,178,6
464,Ned,0,2,male,13,164,1
465,Van,0,3,male,8.05,143,1
466,Ambrose,0,3,male,7.05,175,9
467,Chauncey,0,2,male,0,29,6
468,Elisha,0,1,male,26.55,105,4
469,Ferdinand,0,3,male,7.725,184,7
470,Emmett,1,3,female,19.2583,138,8
471,General,0,3,male,7.25,175,5
472,Julian,0,3,male,8.6625,16,7
473,Eli,1,2,female,27.75,90,1
474,Nicholas,1,2,female,13.7917,30,7
475,Wilson,0,3,female,9.8375,195,1
476,Kenneth,0,1,male,52,118,8
477,Mitchell,0,2,male,21,186,4
478,Allie,0,3,male,7.0458,186,5
479,Josh,0,3,male,7.5208,109,1
480,Alva,1,3,female,12.2875,171,5
481,Judson,0,3,male,46.9,67,7
482,Lyman,0,2,male,0,35,6
483,Napoleon,0,3,male,8.05,33,4
484,Harley,1,3,female,9.5875,15,5
485,Pedro,1,1,male,91.0792,90,5
486,Newton,0,3,female,25.4667,84,4
487,Timothy,1,1,female,90,171,5
488,Berry,0,1,male,29.7,168,3
489,Dewitt,0,3,male,8.05,88,9
490,Ervin,1,3,male,15.9,148,7
491,Forest,0,3,male,19.9667,85,6
492,Lynn,0,3,male,7.25,184,0
493,Pink,0,1,male,30.5,127,3
494,Ruben,0,1,male,49.5042,192,1
495,Sanford,0,3,male,8.05,184,2
496,Ward,0,3,male,14.4583,189,7
497,Marvin,1,1,female,78.2667,40,2
498,Douglas,0,3,male,15.1,9,8
499,Ross,0,1,female,151.55,104,1
500,Ole,0,3,male,7.7958,146,9
501,Omer,0,3,male,8.6625,9,7
502,Curtis,0,3,female,7.75,84,3
503,Edmund,0,3,female,7.6292,78,9
504,Jeff,0,3,female,9.5875,152,9
505,Elias,1,1,female,86.5,2,7
506,Ulysses,0,1,male,108.9,161,8
507,Harrison,1,2,female,26,200,7
508,Walker,1,1,male,26.55,99,9
509,Wilbert,0,3,male,22.525,141,2
510,Adelbert,1,3,male,56.4958,101,2
511,Benjiman,1,3,male,7.75,106,5
512,Ivan,0,3,male,8.05,3,6
513,Jonas,1,1,male,26.2875,72,5
514,Stanley,1,1,female,59.4,24,4
515,Major,0,3,male,7.4958,180,9
516,Abner,0,1,male,34.0208,47,7
517,Columbus,1,2,female,10.5,151,9
518,Archibald,0,3,male,24.15,34,4
519,Lon,1,2,female,26,143,3
520,Caleb,0,3,male,7.8958,51,0
521,Ora,1,1,female,93.5,176,6
522,Clint,0,3,male,7.8958,62,9
523,Dudley,0,3,male,7.225,59,1
524,Ollie,1,1,female,57.9792,11,4
525,Granville,0,3,male,7.2292,56,5
526,King,0,3,male,7.75,142,7
527,Russell,1,2,female,10.5,135,9
528,Mary,0,1,male,221.7792,175,10
529,Merton,0,3,male,7.925,28,6
530,Antonio,0,2,male,11.5,172,8
531,Pearl,1,2,female,26,112,7
532,Bennie,0,3,male,7.2292,84,6
533,Carroll,0,3,male,7.2292,37,3
534,Solomon,1,3,female,22.3583,20,1
535,Arch,0,3,female,8.6625,52,10
536,Asa,1,2,female,26.25,124,6
537,Freeman,0,1,male,26.55,11,2
538,Clayton,1,1,female,106.425,145,10
539,Josiah,0,3,male,14.5,189,3
540,Enoch,1,1,female,49.5,88,9
541,Irving,1,1,female,71,98,9
542,Mathew,0,3,female,31.275,90,8
543,Nathaniel,0,3,female,31.275,99,5
544,Milo,1,2,male,26,115,7
545,Royal,0,1,male,106.425,58,6
546,Dick,0,1,male,26,147,2
547,Scott,1,2,female,26,30,2
548,Earle,1,2,male,13.8625,133,4
549,Elza,0,3,male,20.525,16,4
550,Emerson,1,2,male,36.75,112,9
551,Fletcher,1,1,male,110.8833,57,3
552,Judge,0,2,male,26,7,9
553,Laurence,0,3,male,7.8292,145,2
554,Neil,1,3,male,7.225,78,5
555,Hubert,1,3,female,7.775,74,2
556,Roger,0,1,male,26.55,192,5
557,Lemuel,1,1,female,39.6,61,0
558,Seth,0,1,male,227.525,87,5
559,Andy,1,1,female,79.65,122,1
560,Ellis,1,3,female,17.4,161,1
561,Glen,0,3,male,7.75,58,5
562,Hugo,0,3,male,7.8958,103,1
563,Jimmie,0,2,male,13.5,185,4
564,Johnnie,0,3,male,8.05,88,2
565,Emanuel,0,3,female,8.05,14,5
566,Washington,0,3,male,24.15,160,5
567,Elwood,0,3,male,7.8958,185,10
568,Joshua,0,3,female,21.075,40,1
569,Gust,0,3,male,7.2292,134,5
570,Harmon,1,3,male,7.8542,16,7
571,Jordan,1,2,male,10.5,199,9
572,Millard,1,1,female,51.4792,35,3
573,Simeon,1,1,male,26.3875,36,0
574,Vernon,1,3,female,7.75,67,2
575,Wayne,0,3,male,8.05,13,5
576,Wilber,0,3,male,14.5,86,3
577,Wade,1,2,female,13,118,0
578,Cyrus,1,1,female,55.9,61,5
579,Miles,0,3,female,14.4583,166,2
580,Clem,1,3,male,7.925,63,1
581,Rudolph,1,2,female,30,141,10
582,Sherman,1,1,female,110.8833,196,6
583,Evan,0,2,male,26,84,6
584,Frederic,0,1,male,40.125,113,8
585,Irwin,0,3,male,8.7125,63,7
586,Austin,1,1,female,79.65,99,7
587,Junius,0,2,male,15,51,4
588,Lafayette,1,1,male,79.2,70,5
589,Loren,0,3,male,8.05,109,3
590,Madison,0,3,male,8.05,124,5
591,Mason,0,3,male,7.125,69,5
592,Bill,1,1,female,78.2667,80,3
593,Orval,0,3,male,7.25,43,4
594,Chas,0,3,female,7.75,29,7
595,Abram,0,2,male,26,65,6
596,Aubrey,0,3,male,24.15,53,9
597,Lonnie,1,2,female,33,25,5
598,Elliott,0,3,male,0,56,5
599,Hans,0,3,male,7.225,18,1
600,Karl,1,1,male,56.9292,107,7
601,Monroe,1,2,female,27,56,9
602,Minor,0,3,male,7.8958,79,6
603,Wash,0,1,male,42.4,185,4
604,Wilfred,0,3,male,8.05,72,10
605,Allan,1,1,male,26.55,91,6
606,Alphonse,0,3,male,15.55,72,3
607,Dallas,0,3,male,7.8958,66,2
608,Dee,1,1,male,30.5,178,0
609,Byron,1,2,female,41.5792,107,1
610,Edd,1,1,female,153.4625,106,9
611,Emery,0,3,female,31.275,6,10
612,Isiah,0,3,male,7.05,41,2
613,Grant,1,3,female,15.5,64,10
614,Jason,0,3,male,7.75,147,9
615,Johnny,0,3,male,8.05,171,5
616,Jerome,1,2,female,65,87,4
617,Lawson,0,3,male,14.4,64,9
618,Max,0,3,female,16.1,41,5
619,Mose,1,2,female,39,94,6
620,Lew,0,2,male,10.5,145,2
621,Micheal,0,3,male,14.4542,139,1
622,Orin,1,1,male,52.5542,57,8
623,Addison,1,3,male,15.7417,59,5
624,Cal,0,3,male,7.8542,87,3
625,Erastus,0,3,male,16.1,190,5
626,Francisco,0,1,male,32.3208,195,8
627,Hardy,0,2,male,12.35,181,9
628,Steve,1,1,female,77.9583,155,0
629,Lucien,0,3,male,7.8958,101,3
630,Randolph,0,3,male,7.7333,93,5
631,Stewart,1,1,male,30,113,8
632,Vern,0,3,male,7.0542,15,7
633,Wilmer,1,1,male,30.5,53,3
634,Zack,0,1,male,0,43,8
635,Gordon,0,3,female,27.9,19,3
636,Abe,1,2,female,13,146,1
637,Adrian,0,3,male,7.925,13,3
638,Alvah,0,2,male,26.25,113,2
639,Pete,0,3,female,39.6875,54,6
640,Bertram,0,3,male,16.1,54,7
641,Clay,0,3,male,7.8542,34,4
642,Chris,1,1,female,69.3,187,8
643,Clark,0,3,female,27.9,37,8
644,Ephraim,1,3,male,56.4958,65,1
645,Gustave,1,3,female,19.2583,79,10
646,Fritz,1,1,male,76.7292,48,2
647,Giles,0,3,male,7.8958,115,6
648,Grover,1,1,male,35.5,166,4
649,Harris,0,3,male,7.55,17,3
650,Orville,1,3,female,7.55,85,1
651,Isom,0,3,male,7.8958,12,1
652,Lorenzo,1,2,female,23,140,3
653,Jesus,0,3,male,8.4333,165,5
654,Bruce,1,3,female,7.8292,98,8
655,Marcus,0,3,female,6.75,155,0
656,Johnie,0,2,male,73.5,9,3
657,Jonathan,0,3,male,7.8958,188,5
658,Preston,0,3,female,15.5,23,6
659,Lucian,0,2,male,13,73,4
660,Malcolm,0,1,male,113.275,112,9
661,Merritt,1,1,male,133.65,192,2
662,Otho,0,3,male,7.225,156,6
663,Perley,0,1,male,25.5875,82,8
664,Rolla,0,3,male,7.4958,55,7
665,Sandy,1,3,male,7.925,44,1
666,Tomas,0,2,male,73.5,93,3
667,Wilford,0,2,male,13,111,6
668,Adolphus,0,3,male,7.775,181,9
669,Angus,0,3,male,8.05,135,7
670,Bob,1,1,female,52,107,9
671,Dock,1,2,female,39,10,4
672,Arther,0,1,male,52,33,6
673,Carlos,0,2,male,10.5,50,10
674,Cary,1,2,male,13,32,2
675,Cassius,0,2,male,0,57,1
676,Davis,0,3,male,7.775,153,3
677,Hamilton,0,3,male,8.05,194,8
678,Donald,1,3,female,9.8417,74,1
679,Jackson,0,3,female,46.9,42,6
680,Harve,1,1,male,512.3292,61,5
681,Cecil,0,3,female,8.1375,182,4
682,Israel,1,1,male,76.7292,68,8
